book,chapter,verse,text
Judith,1,10,"And when they had done so, Yahuḏith went out, she and her female servant with her; and the men of the city watched after her until she had gone down the mountain and till she had passed the valley and could see her no more."
Judith,1,11,"So they went straight ahead in the valley; and the first watch of Ashshur met her,"
Judith,1,12,"and took her and asked her, “Of what people are you, and where do you come from, and where are you going?” And she said, “I am a woman of the Iḇrim, and have fled from them, for they shall be given to you to be consumed."
Judith,1,13,“And I am coming before Holophernĕs the chief captain of your army to declare words of truth; and I shall show him a way by which he shall go and win all JUDITH 1241 the hill country without losing the body or life of any one of his men.”
Judith,1,14,"Now when the men heard her words and saw her face, they marvelled greatly at her loveliness and said to her,"
Judith,1,15,"“You have saved your life, in that you have hurried to come down to the presence of our master; now therefore come to his tent, and some of us shall accompany you until they have delivered you to his hands."
Judith,1,16,"“And when you stand before him, do not be afraid in your heart, but show him according to your word; and he shall treat you well.”"
Judith,1,17,Then they chose from among them one hundred men to accompany her and her female servant; and they brought her to the tent of Holophernĕs.
Judith,1,18,"Then there was a thronging throughout the entire camp; for her coming was reported among the tents, and they gathered around her as she stood outside the tent of Holophernĕs, till they told him of her."
Judith,1,19,"And they marvelled at her loveliness and admired the children of Yisra’ĕl because of her, and each one said to his neighbour, “Who would despise these people who have such women among them? Surely it is not good that one man of them be left, whom being released might deceive the whole earth.”"
Judith,1,20,"And those who stood near Holophernĕs and all his servants went out, and they brought her into the tent."
Judith,1,21,Now Holophernĕs was resting on his bed under a canopy which was woven with purple and gold and emeralds and precious stones.
Judith,1,22,"So they informed him about her, and he came to the front of his tent with silver lamps going before him."
Judith,1,23,"And when Yahuḏith had come before him and his servants they all marvelled at the loveliness of her face. And she fell down upon her face, and did obeisance to him; and his servants raised her up. YAHUḎITH 1242"
Judith,1,11,"Then Holophernĕs said to her, “Take courage woman, do not fear in your heart. For I never hurt any that desire to serve Neḇuḵaḏnetstsar, the sovereign of all the earth. 2 “Now therefore, if your people who dwell in the mountains had not despised me, I would not have lifted up my spear against them; but they have brought these matters upon themselves. 3 “But now tell me why you have fled from them and have come to us; for you have come for safeguard; take courage, you shall live this night and hereafter. 4 “For none shall hurt you, but treat you well, as they do the servants of sovereign Neḇuḵaḏnetstsar my master.” 5 Then Yahuḏith said to him, “Receive the words of your servant, and allow your female servant to speak in your presence, and I shall declare no lie to my master this night. 6 “And if you follow the words of your female servant, Elohim shall accomplish this matter through you; and my master shall not fail from his purposes. 7 “As Neḇuḵaḏnetstsar sovereign of all the earth lives, and as his power exists, who has sent you for the sustaining of all that live; for not only men shall serve him by you, but also the beasts of the field and the cattle and the birds of the air shall live by your power under Neḇuḵaḏnetstsar and all his house. 8 “For we have heard of your wisdom and your understanding, and it is reported in all the earth that you alone are excellent in all the reign, and mighty in knowledge and marvellous in feats of battle. 9 “Now concerning the matter which Aḵior spoke in your council, we have heard his words; for the men of Bĕyth Yulia saved him, and he reported to them all that he had spoken to you. JUDITH 1243"
Judith,1,10,"“Therefore, O master and governor, do not disregard his word; but lay it up in your heart for it is true. For our nation shall not be punished, neither can the sword prevail against them unless they sin against their Elohim."
Judith,1,11,"“And now, so that my master is not defeated or frustrated from his purpose, even now death has fallen upon them, and their sin has overtaken them with which they have provoked their Elohim to anger whenever they do that which is not to be done."
Judith,1,12,"“For their food is exhausted and their water is scarce, and they have determined to seize their cattle, and planned to consume all that which Elohim has forbidden them to eat by His Torot,"
Judith,1,13,and have resolved to consume the first-fruits of the tenth of wine and oil which they had qadosh and reserved for the kohenim that serve in Yerushalayim before the face of our Elohim; that which is not right for any of the people so much as to touch with their hands.
Judith,1,14,"“For they have sent some to Yerushalayim, because those who dwell there have also done the same, to bring them permission from the council."
Judith,1,15,"“Now when they bring them word, they shall do it straight away, and they shall be given to you to be destroyed the same day."
Judith,1,16,"“Therefore I your female servant, knowing all this, have fled from their presence; and Elohim has sent me to accomplish matters with you at which all the earth and whoever hears it shall be astonished."
Judith,1,17,"“For your servant is dedicated, and serves the Elohim of the shamayim day and night. Now therefore my master, I shall remain with you, and your servant shall go out by night into the valley, and I shall pray to Elohim and He shall tell me when they have committed their sins. YAHUḎITH 1244"
Judith,1,18,"“And I shall come and reveal it to you; then you shall go out with all your army, and there shall be none of them that shall resist you."
Judith,1,19,"“And I shall lead you through the midst of Yahuḏah until you come to Yerushalayim; and I shall place your throne in its midst. And you shall drive them as sheep that have no shepherd, and a dog shall not so much as open its mouth at you; for these matters were told to me according to my foreknowledge, and they were declared to me, and I have been sent to tell you.”"
